sample	genome_id	genome	enzyme	window	contig_id	start	end	global_mid	anchors_per_window	n_anchors	n_positive	detected_fraction	rate	se	log2_rate	log2_se	model	dispersion	mean_gc	mean_gc_offset	log2_rate_raw	gc_corrected
M1_2x	0	ecoli	AlfI	(0, 18)	0	3192444	3370173	3274077.646	79	79	71	0.8987341772	2.410087306	0.2013350484	1.229353812	0.1205205617	ztp	0.896656535	0.5274683544	0.03973159723	1.26908541	True
M1_2x	0	ecoli	AlfI	(0, 19)	0	3380424	3581801	3482467.316	79	79	61	0.7721518987	2.458481589	0.2187821071	1.318415612	0.1283865059	ztp	0.6266260163	0.5173417722	-0.02064806115	1.297767551	True
M1_2x	0	ecoli	AlfI	(0, 20)	0	3588835	3796360	3683553.456	79	79	72	0.9113924051	2.725606074	0.2091199396	1.382712607	0.1106896197	ztp	0.7798792757	0.5303797468	0.06386446061	1.446577068	True
M1_2x	0	ecoli	AlfI	(0, 21)	0	3800285	4007301	3894416.367	79	79	74	0.9367088608	3.246989479	0.2203424578	1.721917093	0.09790206383	ztp	0.8328767123	0.5184177215	-0.02281438331	1.69910271	True
M1_2x	0	ecoli	AlfI	(0, 22)	0	4012346	4201568	4106469	79	79	74	0.9367088608	2.378664862	0.1962781921	1.204372302	0.1190455953	ztp	0.9478887163	0.5280379747	0.04577971809	1.25015202	True
M1_2x	0	ecoli	AlfI	(0, 23)	0	4202420	4435927	4330991.291	79	79	69	0.8734177215	2.310792385	0.201153979	1.154207075	0.1255862923	ztp	0.9800598205	0.5293037975	0.05418057008	1.208387646	True
M1_2x	0	ecoli	AlfI	(0, 24)	0	4439049	4637095	4537539.849	79	93	79	0.8494623656	2.2854853	0.1872484009	1.146793472	0.1181991148	ztp	0.985584896	0.527311828	0.04570706786	1.19250054	True
M1_2x	0	ecoli	AloI	(0, 0)	0	4661	289224	151790.68	25	25	22	0.88	1.592273862	0.3270521296	0.6055838185	0.2963287264	ztp	3.205357143	0.5318	0.06550467393	0.6710884924	True
M1_2x	0	ecoli	AloI	(0, 1)	0	296077	540444	434014.04	25	25	22	0.88	2.119892805	0.3453835724	1.015890087	0.2350511148	ztp	1.014375562	0.5262	0.06810122834	1.083991315	True
M1_2x	0	ecoli	AloI	(0, 2)	0	545534	937010	752801.4	25	25	16	0.64	1.59362426	0.3656411976	0.6330758378	0.331011993	ztp	0.8	0.52	0.03923567735	0.6723115151	True
M1_2x	0	ecoli	AloI	(0, 3)	0	952892	1193147	1057750.64	25	25	12	0.48	1.002050964	0.3552649689	-0.02866943354	0.5114899612	ztp	0.2822966507	0.5206	0.03162531929	0.002955885752	True
M1_2x	0	ecoli	AloI	(0, 4)	0	1218238	1525460	1366019.2	25	25	15	0.6	0.005267280648	0.00271711022	-7.491403523	0.744209717	ztnb	3.351351351	0.4954	-0.07732243106	-7.568725954	True
M1_2x	0	ecoli	AloI	(0, 5)	0	1548229	1778420	1664368.04	25	25	17	0.68	2.050050955	0.3882255132	1.066806266	0.2732083421	ztp	1.00625	0.5046	-0.03114649633	1.035659769	True
M1_2x	0	ecoli	AloI	(0, 6)	0	1779176	1993169	1879418.76	25	25	17	0.68	1.351510869	0.3340637567	0.4392122783	0.3566024781	ztp	0.3588709677	0.5088	-0.004639164103	0.4345731142	True
M1_2x	0	ecoli	AloI	(0, 7)	0	2045269	2232742	2156577	25	25	14	0.56	1.874566902	0.4143388304	0.9003955386	0.3188814308	ztp	0.776674938	0.511	0.006161777101	0.9065573157	True
M1_2x	0	ecoli	AloI	(0, 8)	0	2236540	2403199	2331095.88	25	25	17	0.68	1.43343278	0.3413462069	0.4213351566	0.3435518477	ztp	0.58984375	0.5402	0.0981390948	0.5194742514	True
M1_2x	0	ecoli	AloI	(0, 9)	0	2436554	2673782	2554063.16	25	25	18	0.72	0.9598624936	0.2852820255	-0.04054680641	0.4287853377	ztp	0.243697479	0.5092	-0.01855354301	-0.05910034942	True
M1_2x	0	ecoli	AloI	(0, 10)	0	2684648	2942184	2808207.48	25	25	20	0.8	0.005209545501	0.002328088705	-7.52890711	0.6447245791	ztnb	2.879059351	0.5008	-0.05571966284	-7.584626772	True
M1_2x	0	ecoli	AloI	(0, 11)	0	2942718	3193756	3083687.08	25	25	20	0.8	2.352711647	0.3760561648	1.247956837	0.2305995997	ztp	0.9068825911	0.5092	-0.01363232483	1.234324512	True
M1_2x	0	ecoli	AloI	(0, 12)	0	3202076	3499172	3348192.24	25	25	21	0.84	3.27142573	0.4551054766	1.713999939	0.2007009996	ztp	3.852830189	0.51	-0.004080421348	1.709919518	True
M1_2x	0	ecoli	AloI	(0, 13)	0	3512836	3813778	3656247.32	25	25	21	0.84	0.8493107928	0.3084243103	-0.1735826061	0.523909771	ztnb	2.4875	0.4982	-0.06205290534	-0.2356355114	True
M1_2x	0	ecoli	AloI	(0, 14)	0	3841882	4052594	3936664.6	25	25	22	0.88	1.542246595	0.4162283164	0.656890183	0.3893609036	ztnb	1.514285714	0.5102	-0.03185672165	0.6250334613	True
M1_2x	0	ecoli	AloI	(0, 15)	0	4054392	4266847	4167221.36	25	25	23	0.92	3.055691479	0.7715816618	1.633994849	0.3642897344	ztnb	3.598875351	0.5082	-0.02249596162	1.611498887	True
M1_2x	0	ecoli	AloI	(0, 16)	0	4270590	4500317	4395771.12	25	25	24	0.96	2.580166022	0.3549846542	1.375164227	0.1984890103	ztp	0.90266061	0.5128	-0.007700327792	1.3674639	True
M1_2x	0	ecoli	AloI	(0, 17)	0	4506942	4628694	4565975.438	25	16	12	0.75	2.531200527	0.49852658	1.30789651	0.2841425707	ztp	0.867768595	0.5165625	0.03192529548	1.339821805	True
M1_2x	0	ecoli	BaeI	(0, 0)	0	350	145400	89625.3	30	30	23	0.7666666667	1.878547526	0.323508022	0.7951190462	0.2484490876	ztp	0.449197861	0.5316666667	0.1144985697	0.9096176159	True
M1_2x	0	ecoli	BaeI	(0, 1)	0	150251	393934	280111.4333	30	30	26	0.8666666667	1.489413855	0.2798935854	0.6488720995	0.2711140938	ztp	0.9952	0.504	-0.07412741613	0.5747446834	True
M1_2x	0	ecoli	BaeI	(0, 2)	0	394624	561789	480107.8333	30	30	22	0.7333333333	2.063405792	0.3420625201	0.9804061731	0.2391637667	ztp	0.4652014652	0.5241666667	0.06462139803	1.045027571	True
M1_2x	0	ecoli	BaeI	(0, 3)	0	562517	725902	646148.8667	30	30	22	0.7333333333	1.148485683	0.2763891211	0.2524057296	0.3471921509	ztp	0.305019305	0.5103333333	-0.05267285803	0.1997328716	True
M1_2x	0	ecoli	BaeI	(0, 4)	0	747935	903231	816360.1333	30	30	22	0.7333333333	1.654317618	0.3160478357	0.7768467217	0.2756185634	ztp	0.6740740741	0.504	-0.05061047306	0.7262362486	True
M1_2x	0	ecoli	BaeI	(0, 5)	0	904882	1022533	958613.0333	30	30	23	0.7666666667	0.9745832846	0.2538702905	-0.04543121919	0.3758092457	ztp	0.3964646465	0.5103333333	0.008288602856	-0.03714261633	True
M1_2x	0	ecoli	BaeI	(0, 6)	0	1025973	1239717	1141077.8	30	30	19	0.6333333333	1.228324992	0.3050016003	0.3722719983	0.3582311678	ztp	0.5016835017	0.5015	-0.07557967669	0.2966923216	True
M1_2x	0	ecoli	BaeI	(0, 7)	0	1239819	1393484	1322456.867	30	30	16	0.5333333333	1.24722165	0.3342640032	0.3392091801	0.38665222	ztp	0.3428571429	0.5071666667	-0.02049130364	0.3187178765	True
M1_2x	0	ecoli	BaeI	(0, 8)	0	1398441	1566620	1491082.7	30	30	20	0.6666666667	1.175016283	0.292381694	0.2374312713	0.3589887444	ztp	0.3157894737	0.5088333333	-0.00475052215	0.2326807491	True
M1_2x	0	ecoli	BaeI	(0, 9)	0	1574534	1777978	1669340.6	30	30	16	0.5333333333	0.6746995433	0.262758053	-0.4675420869	0.561849706	ztp	0.3757575758	0.4956666667	-0.1001408227	-0.5676829096	True
M1_2x	0	ecoli	BaeI	(0, 10)	0	1793684	1992630	1898794.3	30	30	19	0.6333333333	0.6639128181	0.2395254629	-0.5791294991	0.520493336	ztp	0.2606837607	0.5111666667	-0.01180478965	-0.5909342887	True
M1_2x	0	ecoli	BaeI	(0, 11)	0	2000539	2138783	2069042.767	30	30	18	0.6	1.365254629	0.3258614599	0.4166600557	0.3443450784	ztp	0.5935828877	0.515	0.03250999257	0.4491700483	True
M1_2x	0	ecoli	BaeI	(0, 12)	0	2139920	2328484	2252512.467	30	30	21	0.7	1.055704531	0.2739887666	0.01808698953	0.3744250623	ztp	0.4	0.5218333333	0.06011912284	0.07820611237	True
M1_2x	0	ecoli	BaeI	(0, 13)	0	2333477	2497170	2405523.4	30	30	15	0.5	0.8219743379	0.2939981696	-0.2660755168	0.516013313	ztp	0.3766233766	0.5096666667	-0.01675922461	-0.2828347414	True
M1_2x	0	ecoli	BaeI	(0, 14)	0	2507206	2758324	2613305.9	30	30	25	0.8333333333	1.958294646	0.3149426041	0.911583513	0.2320213324	ztp	0.4210526316	0.5173333333	0.05801433726	0.9695978502	True
M1_2x	0	ecoli	BaeI	(0, 15)	0	2758411	2951014	2845009.233	30	30	22	0.7333333333	1.4075058	0.2980649695	0.577134466	0.3055169317	ztp	0.4239256678	0.4996666667	-0.08399359866	0.4931408673	True
M1_2x	0	ecoli	BaeI	(0, 16)	0	2953862	3116257	3034572.867	30	30	24	0.8	2.12926553	0.331202239	1.068727322	0.2244078163	ztp	0.5367316342	0.5171666667	0.02162855031	1.090355872	True
M1_2x	0	ecoli	BaeI	(0, 17)	0	3119926	3296534	3211779.767	30	30	26	0.8666666667	2.137187154	0.3186321931	1.009991263	0.2150907018	ztp	0.7320634921	0.524	0.08572198797	1.095713251	True
M1_2x	0	ecoli	BaeI	(0, 18)	0	3301939	3449082	3375686.633	30	30	26	0.8666666667	1.846899336	0.4244142045	0.877345424	0.3315287716	ztnb	1.419428571	0.5153333333	0.007759811366	0.8851052353	True
M1_2x	0	ecoli	BaeI	(0, 19)	0	3449749	3642373	3541618.233	30	30	28	0.9333333333	2.446652948	0.3223577238	1.196894072	0.1900816746	ztp	0.6375308642	0.5265	0.09391540069	1.290809473	True
M1_2x	0	ecoli	BaeI	(0, 20)	0	3645952	3892113	3770101.133	30	30	26	0.8666666667	2.462973444	0.3353340696	1.315602954	0.1964230676	ztp	1.152	0.5123333333	-0.01520188152	1.300401073	True
M1_2x	0	ecoli	BaeI	(0, 21)	0	3896802	4055745	3965133.6	30	30	26	0.8666666667	3.082683383	0.3644109026	1.71324878	0.1705442099	ztp	1.022857143	0.4983333333	-0.08906205952	1.62418672	True
M1_2x	0	ecoli	BaeI	(0, 22)	0	4062674	4232357	4146366.433	30	30	28	0.9333333333	2.36129424	0.3182434045	1.183908576	0.1944392079	ztp	0.66311517	0.5243333333	0.05566924993	1.239577826	True
M1_2x	0	ecoli	BaeI	(0, 23)	0	4233182	4395913	4325035.833	30	30	28	0.9333333333	2.010556474	0.3004067457	1.031570788	0.215559885	ztp	0.6717948718	0.509	-0.02397592765	1.00759486	True
M1_2x	0	ecoli	BaeI	(0, 24)	0	4402709	4620388	4509679.231	30	39	33	0.8461538462	2.101111903	0.2811078365	1.058519516	0.193018221	ztp	0.9121835443	0.5156410256	0.01263348497	1.071153001	True
M1_2x	0	ecoli	BcgI	(0, 0)	0	946	127099	61632.06	100	100	89	0.89	2.058306859	0.1699173031	0.947990164	0.1190973297	ztp	0.5803030303	0.5357	0.09346791585	1.04145808	True
M1_2x	0	ecoli	BcgI	(0, 1)	0	128346	295302	214452.29	100	100	86	0.86	1.701868533	0.1614871554	0.7318795817	0.1368946624	ztp	0.4885310549	0.52975	0.03524001326	0.767119595	True
M1_2x	0	ecoli	BcgI	(0, 2)	0	295403	472852	385661.69	100	100	81	0.81	1.643125669	0.1643087679	0.6686520706	0.1442661685	ztp	0.6313636364	0.5284	0.04779075394	0.7164428246	True
M1_2x	0	ecoli	BcgI	(0, 3)	0	473346	632632	557744.62	100	100	73	0.73	1.519592529	0.1682599121	0.5985694172	0.1597452845	ztp	0.5696400626	0.51935	0.005115106862	0.6036845241	True
M1_2x	0	ecoli	BcgI	(0, 4)	0	632850	803536	716605.87	100	100	70	0.7	1.027170108	0.1485022158	0.08489127025	0.2085763679	ztp	0.3695652174	0.51045	-0.04621614674	0.03867512351	True
M1_2x	0	ecoli	BcgI	(0, 5)	0	804606	941772	874333.47	100	100	66	0.66	1.386423147	0.1711392611	0.4094615845	0.1780854307	ztp	0.4534678436	0.5285	0.06190606226	0.4713676467	True
M1_2x	0	ecoli	BcgI	(0, 6)	0	944560	1123677	1032370.43	100	100	63	0.63	0.8865595848	0.1478231956	-0.1045540333	0.2405521241	ztp	0.5320882852	0.50575	-0.0691564651	-0.1737104984	True
M1_2x	0	ecoli	BcgI	(0, 7)	0	1123848	1270604	1200844.26	100	100	64	0.64	0.9704481266	0.1519392067	0.00256125679	0.2258770293	ztp	0.4038095238	0.50985	-0.04583825306	-0.04327699627	True
M1_2x	0	ecoli	BcgI	(0, 8)	0	1270939	1449748	1359984.16	100	100	60	0.6	0.925811996	0.1540709869	-0.07111574585	0.2400891863	ztp	0.3419307296	0.5119	-0.04009309296	-0.1112088388	True
M1_2x	0	ecoli	BcgI	(0, 9)	0	1449792	1609892	1530646.21	100	100	50	0.5	0.8114451782	0.1602023783	-0.162950914	0.2848290716	ztp	0.397260274	0.49145	-0.1384835523	-0.3014344663	True
M1_2x	0	ecoli	BcgI	(0, 10)	0	1610865	1751850	1690932.44	100	100	61	0.61	0.8869636267	0.1502539451	-0.1413921817	0.244396292	ztp	0.3452898551	0.51235	-0.0316609706	-0.1730531523	True
M1_2x	0	ecoli	BcgI	(0, 11)	0	1752185	1892025	1822339.86	100	100	60	0.6	1.027170108	0.1604007256	0.1254826961	0.225288226	ztp	0.5762711864	0.5021	-0.08680757263	0.03867512351	True
M1_2x	0	ecoli	BcgI	(0, 12)	0	1892377	2043329	1963342.91	100	100	61	0.61	0.9875732029	0.1566884609	0.04008983805	0.2288981363	ztp	0.2638888889	0.50655	-0.05813024239	-0.01804040434	True
M1_2x	0	ecoli	BcgI	(0, 13)	0	2044173	2205388	2127221.14	100	100	65	0.65	0.8138774104	0.1406749809	-0.2619760906	0.2493632268	ztp	0.2796052632	0.5125	-0.03514049822	-0.2971165888	True
M1_2x	0	ecoli	BcgI	(0, 14)	0	2207922	2359729	2274126.01	100	100	70	0.7	1.358583686	0.1649447335	0.4522361404	0.1751566367	ztp	0.5384963768	0.51685	-0.01013270516	0.4421034353	True
M1_2x	0	ecoli	BcgI	(0, 15)	0	2359874	2507451	2433988.33	100	100	64	0.64	1.444851286	0.1764358783	0.5262055028	0.1761725716	ztp	0.5560802834	0.5205	0.004715505807	0.5309210086	True
M1_2x	0	ecoli	BcgI	(0, 16)	0	2509085	2646941	2576294.57	100	100	77	0.77	1.523462534	0.163982395	0.5618756815	0.155288747	ztp	0.5254385965	0.52845	0.04547833941	0.6073540209	True
M1_2x	0	ecoli	BcgI	(0, 17)	0	2647764	2823905	2736102.06	100	100	76	0.76	1.377520641	0.1591067765	0.4689779311	0.1666345683	ztp	0.5363809524	0.51745	-0.006903994161	0.4620739369	True
M1_2x	0	ecoli	BcgI	(0, 18)	0	2826924	3008940	2911744.24	100	100	81	0.81	1.543691331	0.1606480219	0.6168530876	0.1501375954	ztp	0.5023584906	0.52035	0.009531220068	0.6263843076	True
M1_2x	0	ecoli	BcgI	(0, 19)	0	3012844	3173663	3082042.77	100	100	85	0.85	2.079399181	0.1745044793	1.032798055	0.1210718698	ztp	0.7111032532	0.52215	0.02336868271	1.056166738	True
M1_2x	0	ecoli	BcgI	(0, 20)	0	3176074	3327475	3256353.2	100	100	84	0.84	1.950451373	0.1715690776	0.9420864071	0.1269049108	ztp	0.7561344856	0.5232	0.02172162354	0.9638080307	True
M1_2x	0	ecoli	BcgI	(0, 21)	0	3329301	3516830	3425276.03	100	100	89	0.89	2.238463455	0.1751021066	1.179557074	0.1128537257	ztp	0.7176926213	0.51645	-0.01704830838	1.162508765	True
M1_2x	0	ecoli	BcgI	(0, 22)	0	3519527	3683971	3593501.43	100	100	99	0.99	2.599386631	0.1752573749	1.292285702	0.09727023388	ztp	0.7244163853	0.535	0.08588553371	1.378171235	True
M1_2x	0	ecoli	BcgI	(0, 23)	0	3686678	3881035	3776067.56	100	100	94	0.94	3.0266506	0.1903237442	1.553338223	0.09072045579	ztp	1.000359622	0.52695	0.04438391569	1.597722138	True
M1_2x	0	ecoli	BcgI	(0, 24)	0	3883854	4021089	3951278.29	100	100	93	0.93	2.809121536	0.1860692105	1.471206603	0.09556052447	ztp	0.9417422584	0.52215	0.01891244022	1.490119043	True
M1_2x	0	ecoli	BcgI	(0, 25)	0	4022023	4188380	4095589.54	100	100	95	0.95	2.440839075	0.1748560918	1.289387054	0.1033513513	ztp	0.8709164014	0.51805	-0.002009872803	1.287377181	True
M1_2x	0	ecoli	BcgI	(0, 26)	0	4190824	4351332	4270696.4	100	100	80	0.8	2.262056264	0.1853861979	1.12210221	0.1182356746	ztp	0.9422233363	0.5324	0.05553260342	1.177634814	True
M1_2x	0	ecoli	BcgI	(0, 27)	0	4352123	4527717	4445024.19	100	100	90	0.9	2.218043491	0.1735546434	1.114855134	0.1128861649	ztp	0.7696629213	0.5253	0.03443251999	1.149287654	True
M1_2x	0	ecoli	BcgI	(0, 28)	0	4529029	4640006	4584048.583	100	72	67	0.9305555556	2.019260174	0.1945009678	1.013633145	0.1389645502	ztp	0.6818181818	0.5166666667	0.0001936634789	1.013826808	True
M1_2x	0	ecoli	BplI	(0, 0)	0	5104	354230	213550.88	25	25	20	0.8	1.457762819	0.3166432909	0.5010110456	0.3133703916	ztp	0.7146814404	0.518	0.04274496418	0.5437560098	True
M1_2x	0	ecoli	BplI	(0, 1)	0	358014	673726	502234.68	25	25	19	0.76	2.003465769	0.3642198081	0.9360652638	0.2622745639	ztp	0.4823232323	0.5244	0.06643259649	1.00249786	True
M1_2x	0	ecoli	BplI	(0, 2)	0	678243	963654	834875.04	25	25	15	0.6	1.126261223	0.3322627761	0.1347857545	0.4256151679	ztp	0.4857142857	0.521	0.03675572733	0.1715414819	True
M1_2x	0	ecoli	BplI	(0, 3)	0	978177	1185059	1077237.2	25	25	17	0.68	1.672049577	0.3609149161	0.7213034146	0.3114083258	ztp	0.6357142857	0.5158	0.0203142104	0.741617625	True
M1_2x	0	ecoli	BplI	(0, 4)	0	1207796	1689023	1412469.72	25	25	14	0.56	0.7614336825	0.2951106017	-0.3118544745	0.5591486315	ztp	0.4	0.4916	-0.08135523049	-0.393209705	True
M1_2x	0	ecoli	BplI	(0, 5)	0	1690266	2011418	1800953.08	25	25	13	0.52	0.6904104099	0.2942766954	-0.478977042	0.6149263148	ztp	0.3055555556	0.493	-0.05549683552	-0.5344738775	True
M1_2x	0	ecoli	BplI	(0, 6)	0	2033373	2374168	2175067.72	25	25	22	0.88	0.001258720352	0.0005768243072	-9.602976766	0.6611330042	ztnb	0.7226890756	0.5008	-0.03084972208	-9.633826488	True
M1_2x	0	ecoli	BplI	(0, 7)	0	2394697	2796736	2600714.76	25	25	21	0.84	1.657192113	0.3236873636	0.7412927136	0.2817912	ztp	0.511627907	0.5042	-0.012551854	0.7287408596	True
M1_2x	0	ecoli	BplI	(0, 8)	0	2798689	3069955	2943439.6	25	25	22	0.88	1.214535501	0.2822518512	0.3316074341	0.3352749636	ztp	0.3959899749	0.4934	-0.05120277325	0.2804046608	True
M1_2x	0	ecoli	BplI	(0, 9)	0	3086721	3294581	3193131.48	25	25	19	0.76	2.327364612	0.3843213346	1.225993983	0.2382344737	ztp	0.8752834467	0.5066	-0.007296737052	1.218697246	True
M1_2x	0	ecoli	BplI	(0, 10)	0	3301268	3568692	3419233.32	25	25	22	0.88	2.504383793	0.3667614768	1.274015605	0.2112795033	ztp	0.6349206349	0.5228	0.0504400652	1.32445567	True
M1_2x	0	ecoli	BplI	(0, 11)	0	3576867	3856563	3689834.4	25	25	24	0.96	2.580166022	0.3549846542	1.416979655	0.1984890103	ztp	0.7780661908	0.4926	-0.04951575586	1.3674639	True
M1_2x	0	ecoli	BplI	(0, 12)	0	3873604	4056470	3944206.24	25	25	23	0.92	3.452296969	0.4047808241	1.727221941	0.1691555775	ztp	1.168514412	0.5264	0.06033463023	1.787556572	True
M1_2x	0	ecoli	BplI	(0, 13)	0	4067124	4304101	4187753.96	25	25	21	0.84	2.025502389	0.347799241	1.025322175	0.2477253263	ztp	0.6571428571	0.5092	-0.007042388278	1.018279787	True
M1_2x	0	ecoli	BplI	(0, 14)	0	4332692	4634844	4490034.517	25	29	25	0.8620689655	2.683161383	0.3528410755	1.408167363	0.1897172764	ztp	0.8483796296	0.5067241379	0.01576646786	1.42393383	True
M1_2x	0	ecoli	BsaXI	(0, 0)	0	2889	151811	74274.47368	38	38	36	0.9473684211	3.226783842	0.5196638607	1.616932905	0.2323417097	ztnb	2.288198758	0.5197368421	0.07316403152	1.690096937	True
M1_2x	0	ecoli	BsaXI	(0, 1)	0	157311	302077	238116.3684	38	38	28	0.7368421053	3.36864043	0.5835339532	1.674110056	0.2499113687	ztnb	2.251783894	0.5222368421	0.07805638705	1.752166443	True
M1_2x	0	ecoli	BsaXI	(0, 2)	0	302564	450072	373750.7632	38	38	33	0.8684210526	2.025502389	0.277447814	0.9593273578	0.1976164469	ztp	0.9821428571	0.5213157895	0.05895242876	1.018279787	True
M1_2x	0	ecoli	BsaXI	(0, 3)	0	450982	662270	564607.7105	38	38	28	0.7368421053	1.774908818	0.3995842861	0.8203226607	0.3247931737	ztnb	1.603603604	0.5107894737	0.007422250501	0.8277449112	True
M1_2x	0	ecoli	BsaXI	(0, 4)	0	662285	827092	745198.5	38	38	22	0.5789473684	3.129592535	0.3984421553	1.583862647	0.1836758348	ztp	1.402116402	0.5173684211	0.06211218724	1.645974834	True
M1_2x	0	ecoli	BsaXI	(0, 5)	0	828593	1013767	921751.6842	38	38	22	0.5789473684	1.129169564	0.3353191094	0.104547612	0.4284238893	ztnb	1.293650794	0.5173684211	0.07071453581	0.1752621478	True
M1_2x	0	ecoli	BsaXI	(0, 6)	0	1014154	1178166	1092929.868	38	38	27	0.7105263158	2.327264676	0.4358397839	1.210614306	0.2701815145	ztnb	1.526627219	0.5118421053	0.008020989293	1.218635295	True
M1_2x	0	ecoli	BsaXI	(0, 7)	0	1181220	1340555	1246943.289	38	38	21	0.5526315789	1.529342992	0.3144411304	0.7394525803	0.2966258464	ztp	0.843902439	0.4923684211	-0.1265405783	0.612912002	True
M1_2x	0	ecoli	BsaXI	(0, 8)	0	1341947	1510482	1429774.289	38	38	20	0.5263157895	0.003564118684	0.001601034007	-8.008634233	0.6480715227	ztnb	1.749373434	0.4943421053	-0.1236046728	-8.132238906	True
M1_2x	0	ecoli	BsaXI	(0, 9)	0	1515594	1699049	1616463.974	38	38	21	0.5526315789	1.137406407	0.383823424	0.298716181	0.4868445852	ztnb	2.510526316	0.4914473684	-0.1129683448	0.1857478362	True
M1_2x	0	ecoli	BsaXI	(0, 10)	0	1710713	1896357	1802249.053	38	38	28	0.7368421053	1.828614475	0.2903930227	0.8959167322	0.2291071079	ztp	0.9198542805	0.5064473684	-0.02516578737	0.8707509448	True
M1_2x	0	ecoli	BsaXI	(0, 11)	0	1921477	2107854	2002267.789	38	38	23	0.6052631579	2.151631284	0.3395940662	1.246288178	0.2277019667	ztp	1.001623377	0.4892105263	-0.140857307	1.105430871	True
