sample	genome_id	contig_id	position	e
S01	40	12	4974	0.717356
S01	40	12	6114	0.0548567
S01	40	12	8643	0.726673
S01	40	12	11098	1.8457
S01	40	12	12691	0.825107
S01	40	12	13163	0.195394
S01	40	12	14959	0.11599
S01	40	12	23001	1.63905
S01	40	12	23280	0.0977529
S01	40	12	24433	0.791266
S01	40	12	55625	0.0845862
S01	40	12	105714	1.98743
S01	40	13	4925	9.32563
S01	40	13	80834	0.143157
S01	40	14	53885	3.10854
S01	40	14	61683	18.6513
S01	40	14	84243	0.0431742
S01	40	14	91643	0.240542
S01	40	14	92456	0.107191
S01	40	14	97904	0.594845
S01	40	14	98780	0.109713
S01	40	15	8559	1.55427
S01	40	15	28488	2.47965
S01	40	15	37657	0.223636
S01	40	15	45043	1.43316
S01	40	15	48312	0.740129
S01	40	15	85379	1.62102
S01	40	15	86966	0.203173
S01	40	16	4772	0.141297
S01	40	16	7856	0.812691
S01	40	16	33311	0.0214382
S01	40	16	35480	0.434282
S01	40	16	35911	0.0572125
S01	40	16	43815	0.187764
S01	40	16	44707	0.0875646
S01	40	16	44771	0.939792
S01	40	16	48238	0.833008
S01	40	16	49350	2.29389
S01	40	16	49460	0.191623
S01	40	16	59633	1.31945
S01	40	16	62707	0.626348
S01	40	16	69757	0.207236
S01	40	16	73248	0.172697
S01	40	16	81380	0.436287
S01	40	17	142	0.791799
S01	40	17	753	0.0550185
S01	40	17	30534	0.0802205
S01	40	17	38699	0.390602
S01	40	17	41670	1.40264
S01	40	17	41799	0.402282
S01	40	17	48935	0.257259
S01	40	17	50145	0.174856
S01	40	17	50800	0.0582852
S01	40	17	55239	0.373812
S01	40	17	55771	0.049342
S01	40	17	58881	0.0758181
S01	40	17	78067	0.0181786
S01	40	17	78359	0.0509597
S01	40	18	11402	3.47539
S01	40	18	26760	0.0339732
S01	40	18	35310	0.502853
S01	40	18	56082	3.12448
S01	40	18	70522	0.0160234
S01	40	18	78131	2.07236
S01	40	18	79667	0.885464
S01	40	18	80815	0.156405
S01	40	18	82982	0.216418
S01	40	18	83781	0.265363
S01	40	18	87069	3.40111
S01	40	19	175	0.204754
S01	40	19	2033	3.39299
S01	40	19	3356	0.0668504
S01	40	19	3982	0.0336059
S01	40	19	9292	1.71145
S01	40	19	9640	0.629578
S01	40	19	28205	3.68778
S01	40	19	30011	0.327215
S01	40	19	37167	0.664585
S01	40	19	42715	2.57259
S01	40	19	68434	0.888155
S01	40	19	71991	2.47599
S01	40	20	6092	3.32946
S01	40	20	16413	1.3634
S01	40	20	17282	3.19611
S01	40	20	17355	0.213891
S01	40	20	17770	0.0621709
S01	40	20	19144	1.94284
S01	40	20	22626	0.65443
S01	40	20	27333	0.800403
S01	40	20	35666	0.0217381
S01	40	20	35942	2.46809
S01	40	20	37692	1.01121
S01	40	20	38315	3.5767
S01	40	20	41527	0.312694
S01	40	20	52093	3.34464
S01	40	20	56649	2.97436
S01	40	20	58270	0.329957
S01	40	20	58698	4.08821
S01	40	20	59479	0.0908931
S01	40	20	59606	0.295115
S01	40	20	61597	0.199965
S01	40	20	66273	0.767993
S01	40	20	66622	0.570555
S01	40	20	69281	0.745323
S01	40	21	30495	0.499587
S01	40	21	32053	0.0959427
S01	40	21	70356	0.257512
S01	40	22	1167	6.10607
S01	40	22	5621	0.0470991
S01	40	22	15580	0.842216
S01	40	22	16696	1.45335
S01	40	22	16720	0.828945
S01	40	22	17774	4.84785
S01	40	22	25403	2.36743
S01	40	22	26111	0.343386
S01	40	22	29260	0.683554
S01	40	22	29605	3.27215
S01	40	22	33925	2.57019
S01	40	22	34198	1.90398
S01	40	22	54219	1.25345
S01	40	22	54830	2.77066
S01	40	22	55293	0.0164473
S01	40	22	55467	0.180729
S01	40	22	59305	1.14641
S01	40	22	65203	0.0215871
S01	40	23	31242	4.93257
S01	40	23	57124	0.621709
S01	40	23	59061	3.1993
S01	40	24	18609	0.178359
S01	40	24	33647	4.03609
S01	40	24	38487	0.0374523
S01	40	24	40334	0.169172
S01	40	24	44164	1.49562
S01	40	24	49165	0.0545359
S01	40	24	55083	0.21269
S01	40	25	2394	3.24984
S01	40	25	3720	0.0927923
S01	40	25	46297	5.38636
S01	40	25	47328	0.45124
S01	40	25	51106	0.160787
S01	40	26	21132	0.319736
S01	40	26	23682	0.414472
S01	40	26	28610	1.02904
S01	40	26	29801	0.849669
S01	40	26	31600	0.157395
S01	40	26	32641	0.171337
S01	40	26	43438	0.179833
S01	40	26	52502	3.57743
S01	40	26	52911	1.42105
S01	40	26	54633	0.706487
S01	40	27	1979	3.38752
S01	40	27	2814	3.94075
S01	40	27	4463	0.192101
S01	40	27	26502	1.55427
S01	40	27	31812	0.648408
S01	40	27	32269	0.0210037
S01	40	27	39093	0.268847
S01	40	27	39313	0.0840147
S01	40	28	16441	0.067577
S01	40	29	17873	2.77549
S01	40	29	21676	0.269407
S01	40	30	12113	0.0140658
S01	40	30	16031	0.250113
S01	40	30	16797	0.162656
S01	40	30	22737	0.17377
S01	40	30	26671	0.899842
S01	40	30	34055	3.62985
S01	40	30	34794	0.604439
S01	40	33	8947	0.119559
S01	40	33	18711	0.0395993
S01	40	33	18732	0.148026
S01	40	33	20389	0.183937
S01	40	33	29314	3.4046
S01	40	34	390	0.458311
S01	40	34	3106	0.0379091
S01	40	34	10588	0.374789
S01	40	34	18361	1.62528
S01	40	34	20287	0.211466
S01	40	34	25008	0.0818038
S01	40	35	10227	2.31017
S01	40	35	10649	0.357304
S01	40	36	9737	0.0597797
S01	40	36	10093	4.33944
S01	40	36	18506	0.067577
S01	40	37	647	0.69882
S01	40	37	1113	0.117304
S01	40	37	3719	0.160787
S01	40	37	4449	0.0783666
S01	40	37	7849	3.03226
S01	40	37	10542	1.55427
S01	40	37	14134	0.0391012
S01	40	37	16714	0.657577
S01	43	0	552	0.52009
S01	43	0	1683	2.56443
S01	43	0	10780	1.08439
S01	43	0	11374	0.0976926
S01	43	0	12181	0.749701
S01	43	0	12489	0.508307
S01	43	0	12687	0.125726
S01	43	0	13689	0.172125
S01	43	0	14727	5.12522
S01	43	0	15282	0.0881616
S01	43	0	20148	4.54567
S01	43	0	22341	1.64878
S01	43	0	23329	2.62882
S01	43	0	24526	0.501037
S01	43	0	26924	1.55259
S01	43	0	27896	0.118902
S01	43	0	30565	0.0747854
S01	43	0	33832	1.15941
S01	43	0	33868	1.88872
S01	43	0	35531	0.116601
S01	43	0	36047	0.0460462
S01	43	0	36536	0.577336
S01	43	0	39324	0.331111
S01	43	0	40936	0.24474
S01	43	0	40972	0.0422763
S01	43	0	45612	1.00873
S01	43	0	46310	0.057834
S01	43	0	49369	0.617885
S01	43	0	49624	0.914044
S01	43	0	59180	0.34425
S01	43	0	59504	0.0583004
S01	43	0	63387	1.31
S01	43	0	63576	0.895366
S01	43	0	64890	0.527683
S01	43	0	68240	0.500487
S01	43	0	71065	1.85895
S01	43	0	73776	0.760974
S01	43	0	75556	0.0780135
S01	43	0	79049	0.146936
S01	43	0	84042	1.08101
S01	43	0	84717	6.92103
S01	43	0	85269	0.337816
S01	43	0	87940	0.168122
S01	43	0	88253	2.62882
S01	43	0	89575	2.44418
S01	43	0	89862	0.423335
S01	43	0	90453	0.747854
S01	43	0	92187	0.164301
S01	43	0	96571	3.12804
S01	43	0	111800	0.737679
S01	43	0	113905	3.77316
S01	43	0	118041	1.03698
S01	43	0	124507	4.0773
S01	43	0	124979	0.0951218
S01	43	0	125130	0.149365
S01	43	0	126382	1.47751
S01	43	0	127506	0.484102
S01	43	0	129905	0.126092
S01	43	0	132082	0.177405
S01	43	0	132132	0.95386
S01	43	0	133441	0.677743
S01	43	0	134738	0.275692
S01	43	0	136026	0.0495154
S01	43	0	137722	0.351422
S01	43	0	144696	0.223915
S01	43	0	146017	0.346081
S01	43	0	146689	0.0809245
S01	43	0	149174	1.31783
S01	43	0	154368	0.335378
S01	43	0	156649	2.8443
S01	43	0	157554	0.312054
S01	43	0	157617	0.0722926
S01	43	0	160479	0.341003
S01	43	0	163072	2.79199
S01	43	0	165139	0.106313
S01	43	0	166256	0.152731
S01	43	0	169201	4.44877
S01	43	0	171236	0.376524
S01	43	0	176854	0.0758313
S01	43	0	177130	0.149057
S01	43	0	184166	2.59162
S01	43	0	188335	0.394875
S01	43	0	194092	0.0252771
S01	43	0	195565	0.314315
S01	43	0	196334	0.12253
S01	43	0	197109	0.0293872
S01	43	0	197823	1.44142
S01	43	0	200661	0.0881616
S01	43	0	203521	0.0959636
S01	43	0	204552	1.69125
S01	43	0	204876	0.104772
S01	43	0	209825	0.722926
S01	43	0	210004	0.176323
S01	43	0	224833	0.525764
S01	43	0	226102	0.77033
S01	43	0	227862	3.37953
S01	43	0	229008	0.193641
S01	43	0	232629	0.512886
S01	43	0	236443	0.130965
S01	43	0	237281	0.451828
S01	43	0	237600	0.196143
S01	43	0	243030	0.383854
S01	43	0	247554	1.36203
S01	43	0	250473	0.118512
S01	43	0	251967	0.657205
S01	43	0	252863	0.204602
S01	43	0	293587	2.97454
S01	43	0	296680	7.55786
S01	43	0	299770	0.990676
S01	43	0	300503	0.113847
S01	43	0	310377	0.386028
S01	43	0	315982	0.237804
S01	43	0	316564	1.14309
S01	43	0	317739	0.387282
S01	43	0	321026	2.91951
S01	43	0	321747	0.634629
S01	43	0	322985	0.026193
S01	43	0	323566	0.336957
S01	43	0	329335	0.0560407
S01	43	0	332337	0.0328603
S01	43	0	342148	0.146936
S01	43	0	342221	0.487366
S01	43	0	342548	3.94323
S01	43	0	343728	0.235737
S01	43	0	348006	0.982925
S01	43	0	349091	0.540771
S01	43	0	349612	0.0350935
S01	43	0	349913	1.51979
S01	43	0	354895	1.19351
S01	43	0	356426	2.20894
S01	43	0	364377	1.72463
S01	43	0	371315	0.104772
S01	43	0	372679	2.32369
S01	43	0	377426	3.39775
S01	43	0	385395	0.650633
S01	43	0	386404	0.0284616
S01	43	0	386443	0.0853849
S01	43	0	389135	1.62195
S01	43	0	390043	0.443303
S01	43	0	390386	1.34663
S01	43	0	391865	2.53607
S01	43	0	394258	2.20683
S01	43	0	395165	0.0354375
S01	43	0	396483	1.53956
S01	43	0	399354	0.126829
S01	43	0	399539	1.02732
S01	43	0	399737	0.128178
S01	43	0	400888	0.172125
S01	43	0	401691	0.109534
S01	43	0	404891	2.93361
S01	43	0	408832	0.188589
S01	43	0	411660	0.034756
S01	43	0	413212	0.0286875
S01	43	0	418925	1.05658
S01	43	0	420173	2.81138
S01	43	0	423083	1.27
S01	43	0	424301	2.43512
S01	43	0	424422	0.0809245
S01	43	0	425332	0.0311606
S01	43	0	425854	0.0623212
S01	43	0	430296	0.471473
S01	43	0	438891	0.0556097
S01	43	0	439572	0.0269748
S01	43	0	442246	1.20488
S01	43	0	444292	0.63256
S01	43	0	445869	0.903657
S01	43	0	446643	3.22386
S01	43	0	454968	5.21764
S01	43	0	463059	0.0516375
S01	43	0	463669	2.1946
S01	43	0	472308	0.677743
S01	43	0	473455	0.139024
S01	43	0	473468	0.258188
S01	43	0	474167	0.356372
S01	43	0	480591	0.364779
S01	43	0	482262	0.0308943
S01	43	0	485400	0.350935
S01	43	0	488346	0.287891
S01	43	0	497384	0.193641
S01	43	0	497429	0.291502
S01	43	0	497551	0.36884
S01	43	0	504544	0.999791
S01	43	0	514790	0.677743
S01	43	0	540875	4.15234
S01	43	0	544593	0.05355
S01	43	0	546249	10.6536
S01	43	0	550772	0.867511
S01	43	0	562247	0.0265781
S01	43	0	566212	0.511504
S01	43	0	571286	0.132647
S01	43	0	573772	0.39535
S01	43	0	575156	2.43777
S01	43	0	580583	1.14523
S01	43	0	584776	0.0306324
S01	43	0	586838	0.135126
S01	43	0	587318	0.0903657
S01	43	0	587469	0.133875
S01	43	0	591285	1.76323
S01	43	0	591323	0.331341
S01	43	0	592496	1.07247
S01	43	0	599616	0.26775
S01	43	0	600891	1.97162
S01	43	0	603814	4.45713
S01	43	0	604048	0.10182
S01	43	0	604115	0.196143
S01	43	0	605076	0.0531563
S01	43	0	608484	0.026193
S01	43	0	613393	0.0252771
S01	43	0	613628	0.172125
S01	43	0	616227	0.34878
S01	43	0	616614	0.468563
S01	43	0	618373	0.0256357
S01	43	0	628126	1.08439
S01	43	0	629138	1.46681
S01	43	0	630485	0.653246
S01	43	0	631518	0.527133
S01	43	0	654140	0.285365
S01	43	0	654686	0.0365114
S01	43	0	654713	0.305461
S01	43	0	655102	0.249285
S01	43	0	655295	3.3048
S01	43	0	655878	0.0715768
S01	43	0	657410	0.0560407
S01	43	0	663780	2.79569
S01	43	0	664411	0.318087
S01	43	0	671318	5.103
S01	43	0	671672	4.1436
S01	43	0	674139	0.193148
S01	43	0	677187	0.489481
S01	43	0	677287	1.3317
S01	43	0	680815	0.102301
S01	43	0	681384	1.00949
S01	43	0	681933	0.0240975
S01	43	0	683733	2.10306
S01	43	0	684761	0.0774563
S01	43	0	685812	0.0926828
S01	43	0	686220	1.28597
S01	43	0	690354	0.657205
S01	43	0	691372	0.0903657
S01	43	0	695368	0.625609
S01	43	0	701958	0.4131
S01	43	0	702678	0.311193
S01	43	0	708719	0.139024
S01	43	0	710533	3.47453
S01	43	0	711722	0.162821
S01	43	0	712427	0.0602438
S01	43	0	715012	0.361463
S01	43	0	716482	1.10277
S01	43	0	716750	0.251016
S01	43	0	717739	0.640891
S01	43	0	717750	0.158305
S01	43	0	717967	0.250519
S01	43	0	720008	0.608403
S01	43	0	723235	1.97723
S01	43	0	723825	0.328603
S01	43	0	725292	0.191927
S01	43	0	728589	1.30127
S01	43	0	730127	0.11475
S01	43	0	737547	0.799389
S01	43	0	737961	2.35126
S01	43	0	746056	1.14146
S01	43	0	750509	1.54913
S01	43	0	751232	1.24642
S01	43	0	754649	4.24326
S01	43	0	755249	0.0311606
S01	43	0	757944	0.0718138
S01	43	0	759747	2.49285
S01	43	0	761132	2.19555
S01	43	0	766009	0.0612649
S01	43	0	766263	4.07053
S01	43	0	766870	0.370731
S01	43	0	769369	0.211073
S01	43	0	769834	0.06885
S01	43	0	771853	0.18225
S01	43	0	772976	3.83151
S01	43	0	780592	5.05378
S01	43	0	794722	0.508307
S01	43	0	804081	2.66194
S01	43	0	823786	1.49103
S01	43	0	826521	0.0495154
S01	43	0	827090	0.973169
S01	43	0	829515	0.346081
S01	43	0	833018	0.687078
S01	43	0	833199	2.33093
S01	43	0	833238	0.75655
S01	43	0	833598	0.69828
S01	43	0	833667	3.80487
S01	43	0	836034	5.7651
S01	43	0	837078	0.123577
S01	43	0	838300	0.366038
S01	43	0	838662	0.232132
S01	43	0	840175	3.54512
S01	43	0	841189	0.870188
S01	43	0	842527	1.20488
S01	43	0	848235	0.0730228
S01	43	0	854554	0.423589
S01	43	0	854777	0.784306
S01	43	0	858086	3.80159
S01	43	0	859157	0.0311606
S01	43	0	865171	0.335378
S01	43	0	865717	2.18963
S01	43	0	865901	0.030375
S01	43	0	867888	0.546397
S01	43	0	868407	0.177188
S01	43	0	868931	1.99173
S01	43	0	869704	4.75609
S01	43	0	869809	0.0926828
S01	43	0	878770	0.0623212
S01	43	0	880493	1.73201
S01	43	0	883602	0.409658
S01	43	0	955600	0.0623212
S01	43	0	956940	2.81941
S01	43	0	957024	0.0401625
S01	43	0	957541	1.9402
S01	43	0	961454	3.91585
S01	43	0	963007	0.124642
S01	43	0	963041	2.13865
S01	43	0	964738	2.87044
S01	43	0	967222	1.12178
S01	43	0	970957	0.896428
S01	43	0	972135	3.58594
S01	43	0	974597	0.036884
S01	43	0	976404	0.6885
S01	43	0	977374	2.0655
S01	43	0	978111	0.0311606
S01	43	0	983435	3.32417
S01	43	0	984663	2.08536
S01	43	0	985705	2.31099
S01	43	0	987028	0.958424
S01	43	0	987808	0.253024
S01	43	0	988532	0.0623212
S01	43	0	988555	0.829043
S01	43	0	992119	0.0911251
S01	43	0	993442	0.104268
S01	43	0	1000148	0.0587744
S01	43	0	1001359	0.124642
S01	43	0	1003455	1.36865
S01	43	0	1006569	0.0942946
S01	43	0	1006599	0.336957
S01	43	0	1061761	1.03275
S01	43	1	1104	3.85383
S01	43	1	1480	2.754
S01	43	1	3037	1.28018
S01	43	1	4521	0.821506
S01	43	1	4863	0.225914
S01	43	1	5227	0.164301
S01	43	1	6199	0.951218
S01	43	1	6756	1.87425
S01	43	1	9059	0.133875
S01	43	1	9357	1.62455
S01	43	1	17047	0.832144
S01	43	1	20863	0.443902
S01	43	1	21853	4.16887
S01	43	1	23149	0.118512
S01	43	1	24336	0.951218
S01	43	1	24740	0.314315
S01	43	1	25813	0.317073
S01	43	1	34424	0.200813
S01	43	1	47963	1.48838
S01	43	1	54537	0.803251
S01	43	1	55894	0.837536
S01	43	1	57344	4.10753
S01	43	1	60423	1.82032
S01	43	1	61244	0.621871
S01	43	1	62259	0.189
S01	43	1	63224	0.827777
S01	43	1	65900	0.0985808
S01	43	1	67551	1.40704
S01	43	1	67809	0.0564786
S01	43	1	67832	0.0569233
S01	43	1	69027	0.0234716
S01	43	1	88203	1.13603
S01	43	1	88719	0.547671
S01	43	1	94607	0.120488
S01	43	1	97163	1.72125
S01	43	1	99132	0.20655
S01	43	1	105012	2.14855
S01	43	1	105238	1.24642
S01	43	1	105804	0.219808
S01	43	1	110671	0.3213
S01	43	1	110806	2.10853
S01	43	1	115247	1.34258
S01	43	1	117766	0.0903657
S01	43	1	119473	3.79536
S01	43	1	127242	0.260045
S01	43	1	136524	4.72311
S01	43	1	148556	3.17073
S01	43	1	151579	0.239203
S01	43	1	153312	0.359069
S01	43	1	156682	0.026775
S01	43	1	158433	0.0293872
S01	43	1	158685	0.389268
S01	43	1	163114	0.701346
S01	43	1	165934	0.794705
S01	43	1	172140	0.570731
S01	43	1	172920	1.79502
S01	43	1	174909	0.20206
S01	43	1	177053	0.614733
S01	43	1	177821	0.0223125
S01	43	1	177831	0.0491786
S01	43	1	180777	0.0803251
S01	43	1	190698	0.0509102
S01	43	1	191814	1.08439
S01	43	1	197029	0.258188
S01	43	1	220100	0.361463
S01	43	1	220867	4.66889
S01	43	1	228275	0.235737
S01	43	1	232488	1.36341
S01	43	1	257478	1.26264
S01	43	1	257850	5.27246
S01	43	1	259368	5.73109
S01	43	1	267165	0.872496
S01	43	1	268116	0.314315
S01	43	1	278932	2.10983
S01	43	1	281593	0.156027
S01	43	1	281728	0.114387
S01	43	1	281794	1.90772
S01	43	1	282023	1.98325
S01	43	1	282034	0.423784
S01	43	1	283997	0.695984
S01	43	1	286815	3.09825
S01	43	1	290087	0.803251
S01	43	1	293797	0.677743
S01	43	1	294319	1.01661
S01	43	1	298375	0.271097
S01	43	1	300817	0.0280204
S01	43	1	301772	0.840019
S01	43	1	302420	0.689633
S01	43	1	315208	0.0183484
S01	43	1	320217	0.800555
S01	43	1	323367	0.0983572
S01	43	1	324886	1.13886
S01	43	1	324985	0.682482
S01	43	1	330105	5.508
S01	43	1	332826	4.07282
S01	43	1	333634	0.697997
S01	43	1	333739	1.30683
S01	43	1	333897	0.0628631
S01	43	1	334997	2.40096
S01	43	1	340212	0.792886
S01	43	1	344265	0.126829
S01	43	1	364939	0.613196
S01	43	1	368817	4.60044
S01	43	1	376807	2.03582
S01	43	1	377913	0.589341
S01	43	1	380300	2.94638
S01	43	1	383401	1.12455
S01	43	1	393448	0.149057
S01	43	1	395714	3.25674
S01	43	1	399061	1.07543
S01	43	1	400064	0.0551852
S01	43	1	400459	2.90355
S01	43	1	401490	3.72901
S01	43	1	403139	0.280006
S01	43	1	407053	0.556097
S01	43	1	407318	0.1701
S01	43	1	410537	0.129094
S01	43	1	410604	0.0249285
S01	43	1	411467	1.69609
S01	43	1	416033	1.42549
S01	43	1	425019	2.39122
S01	43	1	425816	3.8864
S01	43	1	432826	0.821506
S01	43	1	456595	0.199428
S01	43	1	459344	2.97675
S01	43	1	464914	0.285365
S01	43	1	478963	0.30439
S01	43	1	480972	0.830691
S01	43	1	493401	0.654824
S01	43	1	493764	0.265073
S01	43	1	495793	0.0406138
S01	43	1	499601	0.370731
S01	43	1	503376	3.25056
S01	43	1	503618	3.72483
S01	43	1	504062	1.43438
S01	43	1	504303	0.101108
S01	43	1	504444	0.371597
S01	43	1	504537	3.28371
