sample	genome	taxonomy	dispersion	fraction	containment	PTR	log2(PTR)	enzyme_consistency	n_anchors	ori_confidence	se	ci_low	ci_high	n_enzymes	n_enzymes_attempted	enzyme_fit_rate	enzymes_used	enzyme_i2	fusion_model	ori	method	n_windows	pass_qc	qc_reason	excluded	note	run	coverage
SRR28338156	GCA_041389205.1_ASM4138920v1_genomic	-	4.313707117	0.8951216049		23.14718879	4.532765085	0.9999870535	18228		0.137209132	4.263840127	4.801690042	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2672	True		-		SRR28338156	9.655797118
SRR28338156	GCA_041389225.1_ASM4138922v1_genomic	-	0.5179782528	0.3573513631		6.501228287	2.700712315	0.06470018521	3326		0.1388698244	2.42853246	2.972892169	9	16	0.5625	BcgI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I	0.4567382353	fixed		sorted_ransac	235	False	fraction 0.36 < 0.75; only 9/16 enzymes produced a fit	AlfI:only 24 anchors (< 30);AloI:only 3 windows after outlier trimming;BaeI:no usable standard error;BplI:only 11 anchors (< 30);CspCI:only 20 anchors (< 30);PpiI:only 3 windows after outlier trimming;PsrI:only 3 windows after outlier trimming		SRR28338156	1.489534265
SRR28338156	GCA_041389245.1_ASM4138924v1_genomic	-	1.380680283	0.9817370642		2.372144566	1.246191935	3.2292459450000004e-14	47647		0.1113786757	1.027893742	1.464490128	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8468141714	random		sorted_ransac	6228	False	enzymes disagree (p=3.2e-14)	-	enzymes disagree (Q=97.9, p=3.23e-14); largest deviation from CjePI	SRR28338156	5.745816218
SRR28338156	GCA_041389265.1_ASM4138926v1_genomic	-	0.8816868255	0.7949634848		3.22027177	1.687182447	0.2276680881	39702		0.08070594209	1.529001708	1.845363187	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.1978461578	fixed		sorted_ransac	4419	True		-		SRR28338156	2.271665917
SRR28338156	GCA_041389285.1_ASM4138928v1_genomic	-	0.8704059737	0.5905442991		5.553189301	2.473316576	0.904599752	37651		0.1172294197	2.243551136	2.703082017	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	3511	False	fraction 0.59 < 0.75	-		SRR28338156	1.753588319
SRR28338156	GCA_041389305.1_ASM4138930v1_genomic	-	2.722741859	0.3931771528		5.500415536	2.459540613	0.5843217483	2288		0.2130139663	2.042040911	2.877040315	7	16	0.4375	BcgI,BslFI,Bsp24I,CjeI,CjePI,HaeIV,Hin4I	0.0	fixed		sorted_ransac	203	False	fraction 0.39 < 0.75; only 7/16 enzymes produced a fit	AlfI:only 21 anchors (< 30);AloI:only 11 anchors (< 30);BaeI:only 2 windows after outlier trimming;BplI:no usable standard error;BsaXI:no usable standard error;CspCI:no usable standard error;FalI:only 15 anchors (< 30);PpiI:only 9 anchors (< 30);PsrI:only 1 windows after outlier trimming		SRR28338156	2.066548927
SRR28338156	GCA_041389325.1_ASM4138932v1_genomic	-	1.440836014	0.9998721442		1.79259618	0.8420505272	1.9429578150000002e-20	48651		0.06921508947	0.7063914447	0.9777096098	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.8847926309	random		sorted_ransac	6581	False	enzymes disagree (p=1.9e-20)	-	enzymes disagree (Q=130.2, p=1.94e-20); largest deviation from BslFI	SRR28338156	12.04462502
SRR28338156	GCA_041389345.1_ASM4138934v1_genomic	-	1.078950841	0.8828326297		3.109444164	1.636656711	0.004073895636	21639		0.1077013696	1.425565906	1.847747517	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.5514793896	random		sorted_ransac	2652	False	enzymes disagree (p=0.0041)	-	enzymes disagree (Q=33.4, p=0.00407); largest deviation from CjeI	SRR28338156	2.82431914
SRR28338156	GCA_041389365.1_ASM4138936v1_genomic	-	12.38371407	0.9732166369		23.0624299	4.527472621	0.1633453215	26410		0.08046488576	4.369764343	4.685180899	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.258467947	fixed		sorted_ransac	4190	False	dispersion 12.38 > 5.0	-		SRR28338156	26.37116656
SRR28338156	GCA_041389385.1_ASM4138938v1_genomic	-	10.52431472	0.9992819638		3.194432118	1.675559483	0.9999998307	25010		0.1486315751	1.384246948	1.966872017	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	3491	False	dispersion 10.52 > 5.0	-		SRR28338156	103.254059
SRR28338156	GCA_041389405.1_ASM4138940v1_genomic	-	0.8079327223	0.383240356		5.935782828	2.569438309	0.493078016	2922		0.1940519357	2.189103504	2.949773114	9	14	0.6428571429	BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,HaeIV,Hin4I	0.0	fixed		sorted_ransac	218	False	fraction 0.38 < 0.75; only 9/14 enzymes produced a fit	AlfI:only 23 anchors (< 30);AloI:only 4 windows after outlier trimming;FalI:only 11 anchors (< 30);PpiI:only 10 anchors (< 30);PsrI:only 3 windows after outlier trimming		SRR28338156	2.10268302
SRR28338156	GCA_041389425.1_ASM4138942v1_genomic	-	0.8028964487	0.6735934532		3.996987172	1.998912943	0.6091305189	56923		0.1041515137	1.794779727	2.203046159	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	5651	False	fraction 0.67 < 0.75	CspCI:only 25 anchors (< 30)		SRR28338156	1.70034455
SRR28338156	GCA_041389445.1_ASM4138944v1_genomic	-	0.992661378	0.8435742319		3.455920681	1.789070106	7.826198554e-05	69793		0.1234245789	1.547162376	2.030977835	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.6662210951	random		sorted_ransac	7725	False	enzymes disagree (p=7.8e-05)	-	enzymes disagree (Q=44.9, p=7.83e-05); largest deviation from BslFI	SRR28338156	2.503291964
SRR28338156	GCA_041389465.1_ASM4138946v1_genomic	-	1.028307997	0.3652998612		7.448544858	2.896958609	0.4600942682	14077		0.1886701503	2.52717191	3.266745309	12	16	0.75	AlfI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	1075	False	fraction 0.37 < 0.75; only 12/16 enzymes produced a fit	AloI:only 20 anchors (< 30);BaeI:only 2 windows after outlier trimming;CspCI:only 1 windows after outlier trimming;PsrI:only 18 anchors (< 30)		SRR28338156	2.41246546
SRR28338156	GCA_041389485.1_ASM4138948v1_genomic	-	0.6048596722	0.5745677145		5.710754131	2.513681273	0.5658653495	31727		0.1111048817	2.295919706	2.731442839	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2875	False	fraction 0.57 < 0.75	-		SRR28338156	1.520998894
SRR28338156	GCA_041389495.1_ASM4138949v1_genomic	-	1.480397965	0.9340298837		2.772531539	1.471203872	1.393134821e-07	44407		0.1005551382	1.274119422	1.668288321	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.7649986481	random		sorted_ransac	5638	False	enzymes disagree (p=1.4e-07)	CspCI:only 25 anchors (< 30)	enzymes disagree (Q=59.6, p=1.39e-07); largest deviation from Hin4I	SRR28338156	3.947565691
SRR28338156	GCA_041389525.1_ASM4138952v1_genomic	-	1.126031848	0.3413012997		6.557953695	2.713245715	0.9857957661	31089		0.2277416974	2.26688019	3.15961124	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	2391	False	fraction 0.34 < 0.75	BaeI:only 11 anchors (< 30);CspCI:only 3 windows after outlier trimming;PsrI:only 27 anchors (< 30)		SRR28338156	2.086666623
SRR28338156	GCA_041389545.1_ASM4138954v1_genomic	-	0.8158458233	0.6257088558		4.396051383	2.136208249	0.3293117918	72553		0.1067992629	1.92688554	2.345530958	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.1129963362	fixed		sorted_ransac	7457	False	fraction 0.63 < 0.75	BaeI:only 25 anchors (< 30);CspCI:only 19 anchors (< 30)		SRR28338156	1.811679319
SRR28338156	GCA_041389565.1_ASM4138956v1_genomic	-	0.7320054102	0.4548620314		5.967699655	2.577174929	0.9902178974	61752		0.1364814991	2.309676106	2.844673752	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	5582	False	fraction 0.45 < 0.75	CspCI:only 20 anchors (< 30)		SRR28338156	1.668614129
SRR28338156	GCA_041389585.1_ASM4138958v1_genomic	-	0.9589459736	0.8389019421		3.410416464	1.769947925	0.0001543188906	85602		0.1086102855	1.557075677	1.982820173	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.6516181547	random		sorted_ransac	10453	False	enzymes disagree (p=0.00015)	-	enzymes disagree (Q=43.1, p=0.000154); largest deviation from BslFI	SRR28338156	2.488578723
SRR28338156	GCA_041389605.1_ASM4138960v1_genomic	-	0.6616764238	0.3427608989		5.645018951	2.496978424	0.9187338736	10068		0.2007443743	2.10352668	2.890430168	9	16	0.5625	AlfI,BcgI,BslFI,Bsp24I,CjeI,CjePI,HaeIV,Hin4I,PsrI	0.0	fixed		sorted_ransac	768	False	fraction 0.34 < 0.75; only 9/16 enzymes produced a fit	AloI:only 23 anchors (< 30);BaeI:only 16 anchors (< 30);BplI:no usable standard error;BsaXI:no usable standard error;CspCI:only 25 anchors (< 30);FalI:no usable standard error;PpiI:no usable standard error		SRR28338156	1.594172357
SRR28338156	GCA_041389625.1_ASM4138962v1_genomic	-	0.9755798409	0.3693738434		5.853279131	2.54924508	0.8339385529	17829		0.165388398	2.225089776	2.873400383	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	1595	False	fraction 0.37 < 0.75	BaeI:no usable standard error;CspCI:only 13 anchors (< 30)		SRR28338156	1.951602688
SRR28338156	GCA_041389635.1_ASM4138963v1_genomic	-	0.9583501431	0.4177254109		5.447025514	2.445468625	0.9922894411	38052		0.1960191717	2.061278108	2.829659142	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	3037	False	fraction 0.42 < 0.75	BaeI:only 8 anchors (< 30);CspCI:only 3 windows after outlier trimming		SRR28338156	2.108744629
SRR28338156	GCA_041389665.1_ASM4138966v1_genomic	-	0.8015706259	0.4898373857		6.383898779	2.674437777	0.9505147608	54229		0.1261093744	2.427267945	2.921607609	15	16	0.9375	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	4970	False	fraction 0.49 < 0.75	CspCI:only 25 anchors (< 30)		SRR28338156	1.788685121
SRR28338156	GCA_041389685.1_ASM4138968v1_genomic	-	0.7947753761	0.5199585727		6.18216569	2.628112321	0.925465841	82242		0.1258425643	2.381465427	2.874759215	14	16	0.875	AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	7282	False	fraction 0.52 < 0.75	AlfI:no usable standard error;CspCI:no usable standard error		SRR28338156	1.680666343
SRR28338156	GCA_041389705.1_ASM4138970v1_genomic	-	1.140446224	0.7710091675		4.02705763	2.009726118	0.8855070283	18545		0.08106352773	1.850844524	2.168607713	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2677	True		-		SRR28338156	2.605650103
SRR28338156	GCA_041389725.1_ASM4138972v1_genomic	-	0.6642990116	0.5208959083		5.835706277	2.544907271	0.9963710332	77052		0.1298142838	2.29047595	2.799338592	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	7263	False	fraction 0.52 < 0.75	-		SRR28338156	1.613440213
SRR28338156	GCA_041389745.1_ASM4138974v1_genomic	-	0.7204208089	0.6350849974		4.935781995	2.303278674	0.9995486373	91748		0.1167562286	2.074440671	2.532116678	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	9702	False	fraction 0.64 < 0.75	-		SRR28338156	1.664424832
SRR28338156	GCA_041389765.1_ASM4138976v1_genomic	-	1.064665561	0.8101159279		3.865251366	1.950562239	0.7219671656	27552		0.07400570369	1.805513725	2.095610753	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	3693	True		-		SRR28338156	2.641565664
SRR28338156	GCA_041389785.1_ASM4138978v1_genomic	-	1.228216987	0.9320831141		2.865775411	1.518925551	6.206257705e-08	84390		0.1075026527	1.308224223	1.729626878	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.7638430079	random		sorted_ransac	10627	False	enzymes disagree (p=6.2e-08)	-	enzymes disagree (Q=63.5, p=6.21e-08); largest deviation from Hin4I	SRR28338156	3.382400746
SRR28338156	GCA_041389805.1_ASM4138980v1_genomic	-	0.8158569987	0.7634154868		3.223364692	1.688567425	0.2521856012	96099		0.07166092993	1.548114583	1.829020266	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.1759228883	fixed		sorted_ransac	11427	True		-		SRR28338156	2.088694482
SRR28338156	GCA_041389825.1_ASM4138982v1_genomic	-	0.7753545341	0.5043012725		4.701496262	2.233119971	3.400279404e-15	43234		0.3528487387	1.541549151	2.924690791	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.867872846	random		sorted_ransac	4062	False	fraction 0.50 < 0.75; enzymes disagree (p=3.4e-15)	BaeI:only 15 anchors (< 30);CspCI:no usable standard error	enzymes disagree (Q=98.4, p=3.4e-15); largest deviation from AlfI	SRR28338156	1.750422497
SRR28338156	GCA_041389845.1_ASM4138984v1_genomic	-	0.885937031	0.7631822925		3.642096127	1.864769	0.07059680437	84764		0.0830415374	1.702010578	2.027527423	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.3667503249	fixed		sorted_ransac	8675	True		-		SRR28338156	2.137441306
SRR28338156	GCA_041389865.1_ASM4138986v1_genomic	-	1.092611938	0.8648038979		3.462709266	1.791901262	0.0007016007392	55538		0.1146828867	1.567126934	2.01667559	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.6127669443	random		sorted_ransac	6795	False	enzymes disagree (p=0.0007)	-	enzymes disagree (Q=38.7, p=0.000702); largest deviation from BslFI	SRR28338156	2.738198134
SRR28338156	GCA_041389885.1_ASM4138988v1_genomic	-	0.7384481295	0.5429921137		5.373992091	2.425994198	0.9675880631	48037		0.1056907555	2.218844124	2.633144272	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	4578	False	fraction 0.54 < 0.75	BaeI:no usable standard error;CspCI:no usable standard error		SRR28338156	1.645480837
SRR28338156	GCA_041389905.1_ASM4138990v1_genomic	-	1.018051733	0.8096465731		3.735225161	1.901195212	0.0003800845524	63857		0.1223063963	1.66147908	2.140911344	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.6296915932	random		sorted_ransac	7090	False	enzymes disagree (p=0.00038)	-	enzymes disagree (Q=40.5, p=0.00038); largest deviation from BslFI	SRR28338156	2.459419352
SRR28338156	GCA_041389925.1_ASM4138992v1_genomic	-	0.8663496228	0.7193958995		4.007883142	2.002840444	0.8907257067	72114		0.09601579156	1.814652951	2.191027938	16	16	1.0	AlfI,AloI,BaeI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,CspCI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	8112	False	fraction 0.72 < 0.75	-		SRR28338156	2.027188951
SRR28338156	GCA_041389945.1_ASM4138994v1_genomic	-	0.921447591	0.4378475022		6.730834305	2.750785342	0.998685334	23834		0.1437317036	2.46907638	3.032494304	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2258	False	fraction 0.44 < 0.75	BaeI:only 2 windows after outlier trimming;CspCI:only 3 windows after outlier trimming		SRR28338156	2.090545809
SRR28338156	GCA_041389965.1_ASM4138996v1_genomic	-	1.666818205	0.3679846287		6.00771855	2.586817227	0.9933237094	28069		0.1914669704	2.211548861	2.962085593	14	16	0.875	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI,PsrI	0.0	fixed		sorted_ransac	2330	False	fraction 0.37 < 0.75	BaeI:only 2 windows after outlier trimming;CspCI:only 2 windows after outlier trimming		SRR28338156	2.417163621
SRR28338156	GCA_041389985.1_ASM4138998v1_genomic	-	1.322856833	0.3565855521		6.286678345	2.65229795	0.9462321414	12621		0.2503853295	2.161551722	3.143044178	13	16	0.8125	AlfI,AloI,BcgI,BplI,BsaXI,BslFI,Bsp24I,CjeI,CjePI,FalI,HaeIV,Hin4I,PpiI	0.0	fixed		sorted_ransac	970	False	fraction 0.36 < 0.75	BaeI:only 4 windows after outlier trimming;CspCI:only 1 windows after outlier trimming;PsrI:only 12 anchors (< 30)		SRR28338156	2.228095875
