run	genome	log2(PTR)	pass_qc	n_enzymes	old_log2ptr	old_pass_qc	old_n_enzymes	_merge	d_log2ptr	same_pass_qc
SRR28338156	GCA_041390105.1_ASM4139010v1_genomic	1.232889859	False	16	0.2379252982	True	16.0	both	0.9949645608	False
SRR28338156	GCA_041390125.1_ASM4139012v1_genomic	2.768867925	False	14	0.3312740465	False	12.0	both	2.4375938785	True
SRR28338156	GCA_041390145.1_ASM4139014v1_genomic	1.361684266	False	16	0.1652897416	True	16.0	both	1.1963945243999998	False
SRR28338156	GCA_041390165.1_ASM4139016v1_genomic	1.458361561	False	16	0.05588093076	False	8.0	both	1.40248063024	True
SRR28338156	GCA_041390185.1_ASM4139018v1_genomic	1.439792159	False	4	1.428642771	False	4.0	both	0.011149387999999982	True
SRR28338156	GCA_041390205.1_ASM4139020v1_genomic	2.686153234	False	13	2.686218316	False	13.0	both	-6.508200000032716e-05	True
SRR28338156	GCA_041390225.1_ASM4139022v1_genomic	1.754278431	False	16	1.753354716	False	16.0	both	0.0009237149999998806	True
SRR28338156	GCA_041390245.1_ASM4139024v1_genomic	2.565801824	False	6	1.147992854	False	4.0	both	1.4178089699999998	True
SRR28338156	GCA_041390265.1_ASM4139026v1_genomic	2.732527675	False	6	2.743683541	False	6.0	both	-0.011155865999999737	True
SRR28338156	GCA_041390285.1_ASM4139028v1_genomic	1.269291494	False	16	0.1202986099	False	9.0	both	1.1489928841	True
SRR28338156	GCA_041390305.1_ASM4139030v1_genomic	2.66267391	False	13	0.1834229137	False	12.0	both	2.4792509963000002	True
SRR28338156	GCA_041390325.1_ASM4139032v1_genomic	2.270821113	False	15	2.270903685	False	15.0	both	-8.257200000016951e-05	True
SRR28338156	GCA_041390345.1_ASM4139034v1_genomic	2.876962637	False	10	0.629305261	False	6.0	both	2.2476573760000003	True
SRR28338156	GCA_041390365.1_ASM4139036v1_genomic	3.186488418	False	12	0.5623338191	False	10.0	both	2.6241545989	True
SRR28338156	GCA_041390385.1_ASM4139038v1_genomic	5.624757182	False	1	5.624757181	False	1.0	both	1.000000082740371e-09	True
SRR28338156	GCA_041390405.1_ASM4139040v1_genomic	2.461371156	False	3	2.562109351	False	3.0	both	-0.10073819500000036	True
SRR28338156	GCA_041390425.1_ASM4139042v1_genomic	2.305017608	False	4	2.32411006	False	4.0	both	-0.019092452000000204	True
SRR28338156	GCA_041390445.1_ASM4139044v1_genomic	1.553234576	False	2	1.425728435	False	2.0	both	0.12750614100000002	True
SRR28338156	GCA_041390465.1_ASM4139046v1_genomic	2.373318874	False	7	2.374077547	False	7.0	both	-0.0007586729999999875	True
SRR28338156	GCA_041390485.1_ASM4139048v1_genomic	2.688549602	False	1	0.6660104288	False	1.0	both	2.0225391732	True
SRR28338156	GCA_041390505.1_ASM4139050v1_genomic	2.407980073	False	10	0.1125006536	False	5.0	both	2.2954794194	True
SRR28338156	GCA_041390515.1_ASM4139051v1_genomic	2.465996216	False	8	0.267963029	False	6.0	both	2.198033187	True
SRR28338156	GCA_041390525.1_ASM4139052v1_genomic	2.215374768	False	12	2.212997938	False	12.0	both	0.0023768300000002185	True
SRR28338156	GCA_041390565.1_ASM4139056v1_genomic	2.284701407	False	6	2.284701407	False	6.0	both	0.0	True
SRR28338156	GCA_041390585.1_ASM4139058v1_genomic	1.728883959	False	16	0.07490327328	False	10.0	both	1.6539806857200001	True
SRR28338156	GCA_041390605.1_ASM4139060v1_genomic	2.589303869	False	13	0.3092039533	False	9.0	both	2.2800999157	True
SRR28338156	GCA_041390625.1_ASM4139062v1_genomic	1.843115973	False	16	0.2701871216	False	10.0	both	1.5729288514	True
SRR28338156	GCA_041390645.1_ASM4139064v1_genomic	2.399547506	False	15	0.2345610842	False	10.0	both	2.1649864218	True
SRR28338156	GCA_041390665.1_ASM4139066v1_genomic	1.906926041	False	16	1.906476505	False	16.0	both	0.0004495359999998616	True
SRR28338156	GCA_041390685.1_ASM4139068v1_genomic	2.604747497	False	13	0.3142240892	False	9.0	both	2.2905234078	True
SRR28338156	GCA_041390705.1_ASM4139070v1_genomic	2.339880114	False	10	0.4075964384	False	4.0	both	1.9322836756000001	True
SRR28338156	GCA_041390725.1_ASM4139072v1_genomic	2.438833951	False	5	2.431587843	False	5.0	both	0.007246107999999918	True
SRR28338156	GCA_041390745.1_ASM4139074v1_genomic	2.052689174	False	16	0.1384217775	False	7.0	both	1.9142673965	True
SRR28338156	GCA_041390765.1_ASM4139076v1_genomic	2.311495897	False	13	0.4634949803	False	6.0	both	1.8480009166999998	True
SRR28338156	GCA_041390785.1_ASM4139078v1_genomic	2.243307386	False	4	2.243307385	False	4.0	both	1.000000082740371e-09	True
SRR28338156	GCA_041390805.1_ASM4139080v1_genomic	2.438117338	False	11	0.2563724112	False	7.0	both	2.1817449268	True
SRR28338156	GCA_041390825.1_ASM4139082v1_genomic	2.167677762	False	14	0.4660259792	False	10.0	both	1.7016517828	True
SRR28338156	GCA_041390845.1_ASM4139084v1_genomic	2.436061157	False	5	0.5863465245	False	3.0	both	1.8497146325	True
SRR28338156	GCA_041390865.1_ASM4139086v1_genomic	2.292534821	False	8	1.390130828	False	5.0	both	0.9024039929999998	True
SRR28338156	GCA_041390885.1_ASM4139088v1_genomic	2.082746631	False	16	0.1509603853	False	11.0	both	1.9317862457000001	True
SRR28338156	GCA_041390905.1_ASM4139090v1_genomic	0.9531242676	False	16	0.223050124	True	16.0	both	0.7300741436	False
SRR28338156	GCA_041390925.1_ASM4139092v1_genomic	2.463549079	False	13	2.461323652	False	13.0	both	0.0022254269999999465	True
SRR28338156	GCA_041390945.1_ASM4139094v1_genomic	2.355736981	False	13	0.2753834788	False	12.0	both	2.0803535022000004	True
SRR28338156	GCA_041390965.1_ASM4139096v1_genomic	2.472531154	False	16	2.471857157	False	16.0	both	0.0006739969999998152	True
SRR28338156	GCA_041390985.1_ASM4139098v1_genomic	1.719308222	False	16	0.1122905592	False	10.0	both	1.6070176628	True
SRR28338156	GCA_041391005.1_ASM4139100v1_genomic	2.204115577	False	9	2.198985204	False	9.0	both	0.005130373000000077	True
SRR28338156	GCA_041391025.1_ASM4139102v1_genomic	1.67986441	False	16	1.679882135	False	16.0	both	-1.772499999996846e-05	True
SRR28338156	GCA_041391045.1_ASM4139104v1_genomic	2.335327104	False	4	2.33187401	False	4.0	both	0.0034530940000001564	True
SRR28338156	GCA_041391065.1_ASM4139106v1_genomic	2.380912965	False	13	0.2390934463	False	10.0	both	2.1418195186999998	True
SRR28338156	GCA_041391085.1_ASM4139108v1_genomic	0.8297094392	False	16	0.1372102479	True	16.0	both	0.6924991912999999	False
SRR28338156	GCA_041391105.1_ASM4139110v1_genomic	0.5782074402	False	4	0.5640978927	False	3.0	both	0.014109547500000041	True
SRR28338156	GCA_041391125.1_ASM4139112v1_genomic	2.023556768	False	16	2.023632551	False	16.0	both	-7.578299999977389e-05	True
SRR28338156	GCA_041391145.1_ASM4139114v1_genomic	2.486293733	False	15	0.1659153022	False	11.0	both	2.3203784308	True
SRR28338156	GCA_041391165.1_ASM4139116v1_genomic	2.336370279	False	10	2.33291666	False	10.0	both	0.0034536190000000744	True
SRR28338156	GCA_041391185.1_ASM4139118v1_genomic	1.894545031	False	8	1.872325266	False	8.0	both	0.022219765000000002	True
SRR28338156	GCA_041391205.1_ASM4139120v1_genomic	2.465267853	False	9	2.465097755	False	9.0	both	0.0001700979999998964	True
SRR28338156	GCA_041391225.1_ASM4139122v1_genomic	2.690798924	False	9	0.2882072097	False	6.0	both	2.4025917143	True
SRR28338156	GCA_041391245.1_ASM4139124v1_genomic	2.262873147	False	16	0.1488652857	False	10.0	both	2.1140078613	True
SRR28338156	GCA_041391265.1_ASM4139126v1_genomic	2.148905449	False	15	2.150720352	False	15.0	both	-0.0018149030000000899	True
SRR28338156	GCA_041391285.1_ASM4139128v1_genomic	2.018013532	False	12	2.023323603	False	12.0	both	-0.005310071000000249	True
SRR28338156	GCA_041391305.1_ASM4139130v1_genomic	1.675891062	True	15	0.1496358552	False	7.0	both	1.5262552068000002	False
SRR28338156	GCA_041391325.1_ASM4139132v1_genomic	2.550411124	False	4	0.2941843246	False	2.0	both	2.2562267994000003	True
SRR28338156	GCA_041391345.1_ASM4139134v1_genomic	2.377644653	False	5	0.4545050397	False	5.0	both	1.9231396133	True
SRR28338156	GCA_041391365.1_ASM4139136v1_genomic	2.320476174	False	12	0.3131712746	False	7.0	both	2.0073048994	True
SRR28338156	GCA_041391385.1_ASM4139138v1_genomic	2.224992472	False	15	0.3664507418	False	7.0	both	1.8585417301999998	True
SRR28338156	GCA_041391405.1_ASM4139140v1_genomic	2.512821231	False	10	0.1632881641	False	6.0	both	2.3495330669000003	True
SRR28338156	GCA_041391425.1_ASM4139142v1_genomic	1.917776985	False	4	0.07456839256	False	4.0	both	1.84320859244	True
SRR28338156	GCA_041391435.1_ASM4139143v1_genomic	2.234438658	False	7	0.5831840571	False	4.0	both	1.6512546009000002	True
SRR28338156	GCA_041391465.1_ASM4139146v1_genomic	2.451818707	False	8	1.127938923	False	5.0	both	1.323879784	True
SRR28338156	GCA_041391485.1_ASM4139148v1_genomic	2.292492466	False	13	0.2409237512	False	8.0	both	2.0515687148	True
SRR28338156	GCA_041391505.1_ASM4139150v1_genomic	2.530864598	False	13	0.2144900779	False	9.0	both	2.3163745201	True
SRR28338156	GCA_041391525.1_ASM4139152v1_genomic	1.67221713	True	16	0.2000053744	True	13.0	both	1.4722117556	True
SRR28338156	GCA_041391545.1_ASM4139154v1_genomic	2.600156289	False	6	2.60030279	False	6.0	both	-0.0001465010000001321	True
SRR28338156	GCA_041391565.1_ASM4139156v1_genomic	1.619010956	True	16	0.1368690744	True	13.0	both	1.4821418815999998	True
SRR28338156	GCA_041391585.1_ASM4139158v1_genomic	2.384532504	False	14	0.1556094561	False	8.0	both	2.2289230479	True
SRR28338156	GCA_041391605.1_ASM4139160v1_genomic	2.008154061	False	16	0.238483734	False	11.0	both	1.769670327	True
SRR28338156	GCA_041391625.1_ASM4139162v1_genomic	2.384344189	False	8	2.362962538	False	8.0	both	0.021381651	True
SRR28338156	GCA_041391645.1_ASM4139164v1_genomic	2.011682142	False	15	0.2055713398	False	11.0	both	1.8061108022	True
SRR28338156	GCA_041391665.1_ASM4139166v1_genomic	1.389302083	False	16	0.1075365032	True	14.0	both	1.2817655798	False
SRR28338156	GCA_041391685.1_ASM4139168v1_genomic	2.184980196	False	11	2.244970988	False	11.0	both	-0.05999079199999979	True
SRR28338156	GCA_041391705.1_ASM4139170v1_genomic	2.563320235	False	12	2.562110847	False	12.0	both	0.0012093879999999224	True
SRR28338156	GCA_041391725.1_ASM4139172v1_genomic	2.776121065	False	14	0.3247391027	False	11.0	both	2.4513819622999997	True
SRR28338156	GCA_041391745.1_ASM4139174v1_genomic	2.208695658	False	16	0.1967106256	False	9.0	both	2.0119850323999997	True
SRR28338156	GCA_041391765.1_ASM4139176v1_genomic	2.477467366	False	15	0.1058381255	False	10.0	both	2.3716292405	True
SRR28338156	GCA_041391785.1_ASM4139178v1_genomic	1.095894501	False	16	0.106908511	True	14.0	both	0.9889859900000001	False
SRR28338156	GCA_041391805.1_ASM4139180v1_genomic	1.265240095	False	16	0.1655202835	True	14.0	both	1.0997198115	False
SRR28338156	GCA_041391825.1_ASM4139182v1_genomic	2.932688054	False	15	0.198154857	False	9.0	both	2.734533197	True
SRR28338156	GCA_041391845.1_ASM4139184v1_genomic	2.00592465	False	16	0.1874698017	True	14.0	both	1.8184548482999998	False
SRR28338156	GCA_041391865.1_ASM4139186v1_genomic	1.241183331	False	16	0.2912032385	True	16.0	both	0.9499800924999999	False
SRR28338156	GCA_041391885.1_ASM4139188v1_genomic	1.648291291	False	16	0.2896030496	False	7.0	both	1.3586882414	True
SRR28338156	GCA_041391905.1_ASM4139190v1_genomic	2.024254395	False	16	0.2347683985	False	12.0	both	1.7894859964999998	True
SRR28338156	GCA_041391925.1_ASM4139192v1_genomic	1.322237798	False	16	0.2247614433	True	14.0	both	1.0974763547	False
SRR28338156	GCA_041391945.1_ASM4139194v1_genomic	1.023701618	False	16	0.1081949918	True	15.0	both	0.9155066262	False
SRR28338156	GCA_041391965.1_ASM4139196v1_genomic	1.162311209	False	16	0.275446552	True	15.0	both	0.8868646570000001	False
SRR28338156	GCA_041391985.1_ASM4139198v1_genomic	2.075896996	False	16	0.1757854086	False	10.0	both	1.9001115874	True
SRR28338156	GCA_041392005.1_ASM4139200v1_genomic	1.704419819	False	16	0.2698668052	False	11.0	both	1.4345530138	True
SRR28338156	GCA_041392025.1_ASM4139202v1_genomic	1.641591667	False	16	0.1932643325	True	13.0	both	1.4483273344999998	False
SRR28338156	GCA_041392045.1_ASM4139204v1_genomic	2.178198363	False	8	0.3226064758	False	4.0	both	1.8555918872	True
SRR28338156	GCA_041392065.1_ASM4139206v1_genomic	2.577555355	False	11	0.4454310983	False	8.0	both	2.1321242567	True
SRR28338156	GCA_041392085.1_ASM4139208v1_genomic	1.888155068	False	16	0.3529574823	False	5.0	both	1.5351975857000002	True
SRR28338156	GCA_041392105.1_ASM4139210v1_genomic	1.221804773	False	16	0.1605771006	True	13.0	both	1.0612276723999998	False
SRR28338156	GCA_041392125.1_ASM4139212v1_genomic	2.426652415	False	12	0.1627643333	False	8.0	both	2.2638880816999998	True
SRR28338156	GCA_041392145.1_ASM4139214v1_genomic	2.674650908	False	12	0.3019013913	False	7.0	both	2.3727495167	True
SRR28338156	GCA_041392165.1_ASM4139216v1_genomic	2.550579127	False	13	0.07335148235	False	8.0	both	2.4772276446499997	True
SRR28338156	GCA_041392175.1_ASM4139217v1_genomic	2.744524895	False	13	0.6104713975	False	5.0	both	2.1340534975	True
SRR28338156	GCA_041392205.1_ASM4139220v1_genomic	2.266730168	False	12	0.3684973119	False	5.0	both	1.8982328561	True
SRR28338156	GCA_041392225.1_ASM4139222v1_genomic	1.746840489	False	16	0.1974403033	False	10.0	both	1.5494001857	True
SRR28338156	GCA_041392235.1_ASM4139223v1_genomic	1.451177771	False	16	0.1872536758	False	11.0	both	1.2639240952	True
SRR28338156	GCA_041392255.1_ASM4139225v1_genomic	1.797743596	False	16	0.1433478414	False	11.0	both	1.6543957546	True
SRR28338156	GCA_041392275.1_ASM4139227v1_genomic	2.201584708	False	14	0.190830629	False	7.0	both	2.010754079	True
SRR28338156	GCA_041392305.1_ASM4139230v1_genomic	1.738767621	False	16	0.09783733669	False	9.0	both	1.64093028431	True
SRR28338156	GCA_041392315.1_ASM4139231v1_genomic	2.260171034	False	10	0.3867564915	False	8.0	both	1.8734145425	True
SRR28338156	GCA_041392325.1_ASM4139232v1_genomic	1.085235479	False	16	0.1918837214	True	16.0	both	0.8933517576000001	False
SRR28338156	GCA_041392355.1_ASM4139235v1_genomic	2.64509682	False	2	0.8726554097	False	1.0	both	1.7724414103	True
SRR28338156	GCA_041392385.1_ASM4139238v1_genomic	1.717996103	False	16	0.2132658354	False	12.0	both	1.5047302675999998	True
SRR28338156	GCA_041392405.1_ASM4139240v1_genomic	2.653898476	False	7	2.661076586	False	7.0	both	-0.007178109999999904	True
SRR28338156	GCA_041392415.1_ASM4139241v1_genomic	2.389541146	False	16	0.2929653347	False	7.0	both	2.0965758113	True
SRR28338156	GCA_041392425.1_ASM4139242v1_genomic	2.82318811	False	11	0.340223255	False	6.0	both	2.4829648549999996	True
SRR28338156	GCA_041392465.1_ASM4139246v1_genomic	2.458754288	False	13	0.2767251662	False	5.0	both	2.1820291218000003	True
SRR28338156	GCA_041392475.1_ASM4139247v1_genomic	1.531431318	False	16	0.1754273915	True	14.0	both	1.3560039265000001	False
SRR28338156	GCA_041392505.1_ASM4139250v1_genomic	2.356506039	False	12	2.358356465	False	12.0	both	-0.0018504259999998496	True
SRR28338156	GCA_041392515.1_ASM4139251v1_genomic	0.9404402977	False	16	0.04592823519	False	11.0	both	0.89451206251	True
SRR28338156	GCA_041392545.1_ASM4139254v1_genomic	1.334520101	False	16	0.05554754036	False	9.0	both	1.27897256064	True
SRR28338156	GCA_041392555.1_ASM4139255v1_genomic	2.524124458	False	9	0.3786334585	False	9.0	both	2.1454909995	True
SRR28338156	GCA_041392585.1_ASM4139258v1_genomic	1.830043744	False	16	0.2130586243	False	8.0	both	1.6169851196999998	True
SRR28338156	GCA_041392605.1_ASM4139260v1_genomic	2.396740696	False	16	0.1540894563	False	8.0	both	2.2426512397000002	True
SRR28338156	GCA_041392615.1_ASM4139261v1_genomic	1.903553949	False	10	0.5727607646	False	4.0	both	1.3307931844	True
SRR28338156	GCA_041392625.1_ASM4139262v1_genomic	2.417318046	False	14	0.1477029324	False	8.0	both	2.2696151136	True
SRR28338156	GCA_041392665.1_ASM4139266v1_genomic	2.401564739	False	15	0.1236053692	False	10.0	both	2.2779593698	True
SRR28338156	GCA_041392685.1_ASM4139268v1_genomic	1.686936075	False	16	0.09132191645	False	12.0	both	1.5956141585499999	True
SRR28338156	GCA_041392695.1_ASM4139269v1_genomic	1.791469461	False	4	1.791973348	False	4.0	both	-0.0005038870000000362	True
SRR28338156	GCA_041392715.1_ASM4139271v1_genomic	2.035281743	False	4	2.017942992	False	4.0	both	0.01733875100000004	True
SRR28338156	GCA_041392725.1_ASM4139272v1_genomic	2.646036584	False	8	2.646440777	False	8.0	both	-0.00040419300000005265	True
SRR28338156	GCA_041392765.1_ASM4139276v1_genomic	2.19963323	False	15	0.1958350237	False	6.0	both	2.0037982063	True
SRR28338156	GCA_041392785.1_ASM4139278v1_genomic	2.287256211	False	9	0.2167900991	False	8.0	both	2.0704661119	True
SRR28338156	GCA_041392805.1_ASM4139280v1_genomic	1.685950626	False	16	0.1302926847	False	12.0	both	1.5556579412999998	True
SRR28338156	GCA_041392825.1_ASM4139282v1_genomic	2.170697897	False	16	0.1341953096	False	9.0	both	2.0365025874000002	True
SRR28338156	GCA_041392835.1_ASM4139283v1_genomic	2.796718842	False	14	0.71503291	False	11.0	both	2.081685932	True
SRR28338156	GCA_041392845.1_ASM4139284v1_genomic	2.642343802	False	9	2.365795155e-17	False	7.0	both	2.642343802	True
SRR28338156	GCA_041392855.1_ASM4139285v1_genomic	1.842505649	False	16	0.2939798703	False	14.0	both	1.5485257787	True
SRR28338156	GCA_041392895.1_ASM4139289v1_genomic	2.387109391	False	13	0.3453559678	False	5.0	both	2.0417534232000003	True
SRR28338156	GCA_041392925.1_ASM4139292v1_genomic	0.7970253584	False	16	0.122014523	False	5.0	both	0.6750108354	True
SRR28338156	GCA_041392935.1_ASM4139293v1_genomic	1.71734329	False	14	0.139939889	False	4.0	both	1.577403401	True
SRR28338156	GCA_041392945.1_ASM4139294v1_genomic	0.8037153762	False	16	0.2608801622	True	16.0	both	0.542835214	False
SRR28338156	GCA_041392955.1_ASM4139295v1_genomic	1.169930528	False	16	0.1262938739	True	13.0	both	1.0436366541000002	False
SRR28338156	GCA_041392965.1_ASM4139296v1_genomic	1.692703906	False	16	0.178450206	False	8.0	both	1.5142537	True
SRR28338156	GCA_041393015.1_ASM4139301v1_genomic	2.478802065	False	11	0.3251772355	False	11.0	both	2.1536248295	True
SRR28338156	GCA_041393035.1_ASM4139303v1_genomic	0.9948439906	False	16	0.3505914525	False	16.0	both	0.6442525380999999	True
SRR28338156	GCA_041393055.1_ASM4139305v1_genomic	2.749367289	False	3	0.9115025324	False	4.0	both	1.8378647565999997	True
SRR28338156	GCA_041393075.1_ASM4139307v1_genomic	2.437828928	False	13	0.1924374855	False	9.0	both	2.2453914425	True
SRR28338156	GCA_041393095.1_ASM4139309v1_genomic	2.704614629	False	11	0.5559662495	False	4.0	both	2.1486483795	True
SRR28338156	GCA_041393115.1_ASM4139311v1_genomic	1.932509739	False	16	0.5454305017	False	6.0	both	1.3870792373	True
SRR28338156	GCA_041393135.1_ASM4139313v1_genomic	1.982554406	False	6	0.7237080487	False	5.0	both	1.2588463573	True
SRR28338156	GCA_041393155.1_ASM4139315v1_genomic	1.695880616	False	4	0.4495960354	False	4.0	both	1.2462845806	True
SRR28338156	GCA_041393175.1_ASM4139317v1_genomic	2.191059829	False	5	1.489801151	False	3.0	both	0.7012586779999999	True
SRR28338156	GCA_041393195.1_ASM4139319v1_genomic	2.469491638	False	12	0.2378218899	False	9.0	both	2.2316697481	True
SRR28338156	GCA_041393215.1_ASM4139321v1_genomic	1.819337014	False	16	0.1457637798	False	11.0	both	1.6735732342	True
SRR28338156	GCA_041393235.1_ASM4139323v1_genomic	2.428680252	False	11	0.2930660868	False	5.0	both	2.1356141652	True
